CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
6370-ZVHDV;1;United States;California;Buellton;93427;34.631362, -120.238218;34,631362;-120,238218;Female;No;Yes;No;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);27,83;1710,39;No;0;71;4501;
5915-DGNVC;1;United States;California;Cambria;93428;35.591387, -121.032256;35,591387;-121,032256;Female;No;Yes;No;49;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Electronic check;78,98;3819,255;No;0;79;6193;
6260-XLACS;1;United States;California;Casmalia;93429;34.866032, -120.536546;34,866032;-120,536546;Male;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;21,67;129,58;No;0;43;5018;
3566-CAAYU;1;United States;California;Cayucos;93430;35.511833, -120.918713;35,511833;-120,918713;Female;No;Yes;Yes;64;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;Two year;No;Electronic check;54,835;3531,385;No;0;56;5644;
4983-CCWMC;1;United States;California;Creston;93432;35.480896, -120.469476;35,480896;-120,469476;Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;76,56;228,14;No;0;39;5487;
9103-CXVOK;1;United States;California;Grover Beach;93433;35.120833, -120.61843;35,120833;-120,61843;Male;No;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;21,725;21,725;No;0;27;3068;
2896-TBNBE;1;United States;California;Guadalupe;93434;34.936, -120.594655;34,936;-120,594655;Male;No;Yes;No;40;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;88,88;3446,025;No;0;26;3387;
2522-WLNSF;1;United States;California;Los Olivos;93441;34.70434, -120.02609;34,70434;-120,02609;Female;Yes;Yes;No;34;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);70,62;2316,93;No;0;34;2225;
3841-CONLJ;1;United States;California;Morro Bay;93442;35.369553, -120.763864;35,369553;-120,763864;Female;No;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;38,5;38,5;No;0;54;4099;
4475-NVTLU;1;United States;California;Paso Robles;93446;35.634222, -120.728341;35,634222;-120,728341;Male;No;Yes;Yes;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;21,12;994,07;No;0;24;3451;
9386-LDCZR;1;United States;California;San Ardo;93450;35.996008, -120.85305;35,996008;-120,85305;Male;No;No;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);99,715;4270,53;No;0;27;2496;
9585-KKMFD;1;United States;California;San Miguel;93451;35.886767, -120.608661;35,886767;-120,608661;Male;No;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;22;967,78;No;0;60;5743;
5399-ZIMKF;1;United States;California;San Simeon;93452;35.746484, -121.223355;35,746484;-121,223355;Male;No;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;82,115;422,015;No;0;34;3319;
0336-KXKFK;1;United States;California;Santa Margarita;93453;35.303926, -120.256567;35,303926;-120,256567;Male;No;No;No;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);67,32;4829,275;No;0;38;4085;
5619-XZZKR;1;United States;California;Santa Maria;93454;34.943523, -120.256729;34,943523;-120,256729;Male;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;21,945;75,02;No;0;35;2195;
3948-FVVRP;1;United States;California;Santa Maria;93455;34.818227, -120.418784;34,818227;-120,418784;Male;No;Yes;Yes;9;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;60,28;498,08;No;0;73;2848;
5327-XOKKY;1;United States;California;Santa Maria;93458;34.95934, -120.490081;34,95934;-120,490081;Male;Yes;Yes;No;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);80,795;5861,9;No;0;29;5540;
0983-TATYJ;1;United States;California;Santa Ynez;93460;34.630356, -120.032564;34,630356;-120,032564;Female;No;Yes;No;33;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;56,595;1934,79;No;0;59;4935;
1813-JYWTO;1;United States;California;Shandon;93461;35.634488, -120.293534;35,634488;-120,293534;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);88,495;6311,36;No;0;62;4202;
6719-OXYBR;1;United States;California;California City;93505;35.151491, -117.927597;35,151491;-117,927597;Male;No;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;93,83;1341,835;No;0;51;5559;
3312-ZWLGF;1;United States;California;Acton;93510;34.501452, -118.207862;34,501452;-118,207862;Male;Yes;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;87,23;2656,005;No;0;21;3172;
6476-YHMGA;1;United States;California;Benton;93512;37.653947, -118.231443;37,653947;-118,231443;Female;No;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);84,15;1271,16;No;0;76;3851;
0795-XCCTE;1;United States;California;Bishop;93514;37.04584, -118.397236;37,04584;-118,397236;Male;Yes;No;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);27,94;1990,285;No;0;51;6141;
0168-XZKBB;1;United States;California;Boron;93516;34.95703, -117.73045;34,95703;-117,73045;Female;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;95,535;1720,84;No;0;64;5072;
3785-NRHYR;1;United States;California;Bridgeport;93517;38.184583, -119.286558;38,184583;-119,286558;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,615;21,615;No;0;31;3192;
4537-DKTAL;1;United States;California;Darwin;93522;36.319181, -117.593053;36,319181;-117,593053;Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;50,105;92,84;No;0;70;4372;
7072-MBHEV;1;United States;California;Edwards;93523;34.966777, -117.961179;34,966777;-117,961179;Female;Yes;Yes;Yes;11;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);85,91;951,335;No;0;50;2333;
5602-BVFMK;1;United States;California;Independence;93526;36.869584, -118.189241;36,869584;-118,189241;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;21,23;251,625;No;0;77;2868;
6297-NOOPG;1;United States;California;Inyokern;93527;36.041315, -118.188235;36,041315;-118,188235;Female;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;121,55;8527,255;No;0;64;5979;
8204-TIFGJ;1;United States;California;June Lake;93529;37.730269, -119.055813;37,730269;-119,055813;Female;No;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);22,33;517,66;No;0;43;3630;
8050-DVOJX;1;United States;California;Keeler;93530;36.560498, -117.962461;36,560498;-117,962461;Male;Yes;No;No;49;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);89,485;4466,99;No;0;69;4537;
8903-XEBGX;1;United States;California;Lancaster;93534;34.727529, -118.153098;34,727529;-118,153098;Male;No;No;Yes;2;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;60,83;119,515;No;0;67;4594;
8169-SAEJD;1;United States;California;Lancaster;93535;34.712708, -117.889656;34,712708;-117,889656;Male;Yes;Yes;No;69;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);62,205;4347,915;No;0;28;4162;
1089-XZWHH;1;United States;California;Lee Vining;93541;37.890145, -119.184087;37,890145;-119,184087;Female;No;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;21,67;543,455;No;0;31;3594;
2325-WINES;1;United States;California;Littlerock;93543;34.505273, -117.955054;34,505273;-117,955054;Female;No;No;No;32;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);114,455;3758,535;No;0;60;2335;
6064-ZATLR;1;United States;California;Llano;93544;34.500091, -117.765862;34,500091;-117,765862;Female;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);58,135;1648,515;No;0;23;2842;
7824-PANSQ;1;United States;California;Mammoth Lakes;93546;37.550074, -118.837167;37,550074;-118,837167;Male;No;No;No;58;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);88,715;5288,085;No;0;33;6043;
9648-BCHKM;1;United States;California;Palmdale;93550;34.536232, -118.082935;34,536232;-118,082935;Female;No;Yes;Yes;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);27,115;518,485;No;0;78;5231;
2888-ADFAO;1;United States;California;Palmdale;93551;34.613476, -118.256358;34,613476;-118,256358;Female;No;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);23,43;1145,98;No;0;30;2861;
8707-HOEDG;1;United States;California;Palmdale;93552;34.557711, -118.029441;34,557711;-118,029441;Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;121,22;8458,78;No;0;53;4098;
4072-IPYLT;1;United States;California;Randsburg;93554;35.405722, -117.773354;35,405722;-117,773354;Female;No;Yes;Yes;36;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);56,155;1996,5;No;0;56;2161;
7167-PCEYD;1;United States;California;Ridgecrest;93555;35.603913, -117.67828;35,603913;-117,67828;Male;No;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;21,78;1442,43;No;0;75;4260;
4936-YPJNK;1;United States;California;Rosamond;93560;34.903052, -118.411251;34,903052;-118,411251;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;21,89;219,395;No;0;65;5811;
1580-BMCMR;1;United States;California;Tehachapi;93561;35.073777, -118.652112;35,073777;-118,652112;Male;Yes;No;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;96,03;1801,03;No;0;70;4447;
4817-KEQSP;1;United States;California;Trona;93562;35.74837, -117.384948;35,74837;-117,384948;Female;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);21,835;1458,985;No;0;54;6342;
6408-WHTEF;1;United States;California;Valyermo;93563;34.39583, -117.734568;34,39583;-117,734568;Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;98,34;7014,205;No;0;52;6044;
9251-AWQGT;1;United States;California;Palmdale;93591;34.598221, -117.79593;34,598221;-117,79593;Female;No;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;22;1029,49;No;0;50;2608;
8749-CLJXC;1;United States;California;Ahwahnee;93601;37.375816, -119.739935;37,375816;-119,739935;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;22,055;22,055;No;0;79;2067;
7989-VCQOH;1;United States;California;Auberry;93602;36.991762, -119.242874;36,991762;-119,242874;Male;No;Yes;Yes;18;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;91,575;1772,265;No;0;43;2065;
4199-QHJNM;1;United States;California;Bass Lake;93604;37.458367, -119.345011;37,458367;-119,345011;Male;Yes;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);113,19;7688,67;No;0;52;5869;
8882-TLVRW;1;United States;California;Big Creek;93605;37.17277, -119.2997;37,17277;-119,2997;Male;No;Yes;Yes;69;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;43,01;3057,45;No;0;53;5987;
5135-GRQJV;1;United States;California;Cantua Creek;93608;36.488056, -120.407691;36,488056;-120,407691;Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;125,95;9165,145;No;0;47;6051;
2384-OVPSA;1;United States;California;Caruthers;93609;36.5276, -119.865999;36,5276;-119,865999;Female;Yes;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;22,22;809,49;No;0;71;4947;
1371-WEPDS;1;United States;California;Chowchilla;93610;37.100948, -120.270136;37,100948;-120,270136;Male;Yes;Yes;No;40;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Electronic check;61,38;2511,63;No;0;78;3587;
3580-GICBM;1;United States;California;Clovis;93611;36.917652, -119.593757;36,917652;-119,593757;Female;No;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;26,62;1589,72;No;0;51;6201;
9730-DRTMJ;1;United States;California;Coarsegold;93614;37.212191, -119.749323;37,212191;-119,749323;Male;No;Yes;No;32;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;Yes;Credit card (automatic);80,08;2566,355;No;0;78;3278;
4686-UXDML;1;United States;California;Cutler;93615;36.497895, -119.285484;36,497895;-119,285484;Female;No;No;No;21;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);109,835;2191,805;No;0;74;2113;
3349-ANQNH;1;United States;California;Del Rey;93616;36.657462, -119.595293;36,657462;-119,595293;Female;Yes;No;No;59;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;109,45;6479;No;0;50;5513;
0932-YIXYU;1;United States;California;Dos Palos;93620;37.045728, -120.630682;37,045728;-120,630682;Female;No;No;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);22,275;1132,78;No;0;64;5134;
7480-SPLEF;1;United States;California;Dunlap;93621;36.789213, -119.140338;36,789213;-119,140338;Male;No;Yes;Yes;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);28,6;1976,205;No;0;22;4933;
7636-XUHWW;1;United States;California;Firebaugh;93622;36.785618, -120.625382;36,785618;-120,625382;Male;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);21,89;37,07;No;0;58;5824;
1431-CYWMH;1;United States;California;Fish Camp;93623;37.483535, -119.679414;37,483535;-119,679414;Female;No;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,955;499,455;No;0;30;4312;
5937-EORGB;1;United States;California;Five Points;93624;36.397745, -120.119911;36,397745;-120,119911;Male;Yes;Yes;No;15;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;106,15;1531,475;No;0;61;2394;
6349-JDHQP;1;United States;California;Fowler;93625;36.625792, -119.672483;36,625792;-119,672483;Female;No;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);21,835;1154,56;No;0;36;6338;
5539-HIVAK;1;United States;California;Friant;93626;37.027663, -119.69056;37,027663;-119,69056;Female;Yes;Yes;No;28;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;28,27;808,06;No;0;80;3136;
5847-MXBEO;1;United States;California;Helm;93627;36.520537, -120.118055;36,520537;-120,118055;Male;No;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;22,33;522,61;No;0;50;4510;
4583-PARNH;1;United States;California;Kerman;93630;36.727418, -120.123526;36,727418;-120,123526;Male;Yes;Yes;No;16;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;100,705;1694,055;No;0;46;4045;
1116-FRYVH;1;United States;California;Kingsburg;93631;36.478239, -119.52137;36,478239;-119,52137;Female;No;Yes;Yes;48;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;43,34;2176,515;No;0;26;5701;
1421-HCERK;1;United States;California;Lakeshore;93634;37.290606, -119.216328;37,290606;-119,216328;Male;Yes;Yes;No;30;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);116,27;3499,98;No;0;54;2455;
9633-XQABV;1;United States;California;Los Banos;93635;36.995162, -120.955099;36,995162;-120,955099;Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;77,275;252,67;No;0;46;2156;
0716-BQNDX;1;United States;California;Madera;93637;36.902954, -120.194274;36,902954;-120,194274;Male;Yes;No;No;57;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;Two year;No;Electronic check;103,125;6188,105;No;0;75;4276;
1183-CANVH;1;United States;California;Mendota;93640;36.687292, -120.437354;36,687292;-120,437354;Female;No;Yes;No;23;Yes;No;DSL;No;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);66;1481,865;No;0;54;3835;
1972-XMUWV;1;United States;California;Miramonte;93641;36.696759, -119.024051;36,696759;-119,024051;Female;No;Yes;No;65;Yes;No;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);65,78;4189,02;No;0;37;6034;
8679-LZBMD;1;United States;California;North Fork;93643;37.244307, -119.470256;37,244307;-119,470256;Male;No;Yes;No;44;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);99,715;4371,565;No;0;26;3786;
3407-JMJQQ;1;United States;California;Oakhurst;93644;37.648647, -119.231447;37,648647;-119,231447;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);119,9;8427,98;No;0;35;4204;
6252-DFGTK;1;United States;California;O Neals;93645;37.140104, -119.657092;37,140104;-119,657092;Female;No;Yes;No;37;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);74,91;2727,175;No;0;60;2873;
1539-LNKHM;1;United States;California;Orange Cove;93646;36.633498, -119.298895;36,633498;-119,298895;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;22,44;293,26;No;0;60;4497;
8645-KOMJQ;1;United States;California;Orosi;93647;36.600185, -119.175655;36,600185;-119,175655;Male;No;Yes;Yes;69;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);90,145;6161,54;No;0;59;6182;
0289-IVARM;1;United States;California;Parlier;93648;36.622237, -119.521126;36,622237;-119,521126;Female;No;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;66,605;2180,86;No;0;34;3463;
9761-XUJWD;1;United States;California;Fresno;93650;36.841655, -119.797113;36,841655;-119,797113;Male;No;No;No;5;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);72,16;373,89;No;0;65;5636;
4057-FKCZK;1;United States;California;Prather;93651;37.007238, -119.505661;37,007238;-119,505661;Male;No;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Two year;No;Bank transfer (automatic);90,75;5310,855;No;0;25;4348;
4291-TPNFG;1;United States;California;Raisin City;93652;36.594542, -119.905245;36,594542;-119,905245;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);90,53;6578,605;No;0;76;5219;
6087-YPWHO;1;United States;California;Raymond;93653;37.252057, -119.95783;37,252057;-119,95783;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;74,965;5289,57;No;0;34;4613;
3090-QFUVD;1;United States;California;Reedley;93654;36.636638, -119.421842;36,636638;-119,421842;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);22,33;22,33;No;0;31;2507;
1722-LDZJS;1;United States;California;Sanger;93657;36.819628, -119.440414;36,819628;-119,440414;Male;No;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);22,22;1174,965;No;0;22;6050;
1818-ESQMW;1;United States;California;San Joaquin;93660;36.600193, -120.153393;36,600193;-120,153393;Female;No;No;No;27;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;98,12;2621,96;No;0;54;4384;
7401-RUBNK;1;United States;California;South Dos Palos;93665;36.959731, -120.653519;36,959731;-120,653519;Female;No;Yes;No;18;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;82,28;1581,855;No;0;39;4809;
0506-YLVKJ;1;United States;California;Sultana;93666;36.545353, -119.338535;36,545353;-119,338535;Male;No;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;22,22;1009,195;No;0;35;3136;
8661-BOYNW;1;United States;California;Tollhouse;93667;36.993666, -119.348267;36,993666;-119,348267;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);92,84;6706,095;No;0;44;5046;
4815-GBTCD;1;United States;California;Wishon;93669;37.287758, -119.548156;37,287758;-119,548156;Female;No;Yes;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;27,665;109,945;No;0;31;3891;
2805-AUFQN;1;United States;California;Traver;93673;36.456091, -119.486225;36,456091;-119,486225;Female;No;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);21,78;522,72;No;0;20;3875;
0980-PVMRC;1;United States;California;Squaw Valley;93675;36.719141, -119.202677;36,719141;-119,202677;Female;No;Yes;Yes;40;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;55,935;2240,205;No;0;35;2819;
7233-DRTRF;1;United States;California;Fresno;93701;36.749403, -119.787574;36,749403;-119,787574;Male;No;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;112,64;7088,455;No;0;43;5096;
3873-NFTGI;1;United States;California;Fresno;93703;36.768774, -119.762633;36,768774;-119,762633;Male;No;No;No;14;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);61,05;844,305;No;0;68;3520;
1162-ECVII;1;United States;California;Fresno;93704;36.799648, -119.801247;36,799648;-119,801247;Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);120,725;8725,75;No;0;53;4265;
7048-GXDAY;1;United States;California;Fresno;93705;36.78724, -119.827813;36,78724;-119,827813;Male;No;No;No;39;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;117,04;4444,715;No;0;66;4111;
8571-ZCMCX;1;United States;California;Fresno;93706;36.654614, -119.903674;36,654614;-119,903674;Female;No;Yes;Yes;47;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);66;3045,515;No;0;48;3248;
1169-WCVAK;1;United States;California;Fresno;93710;36.822715, -119.761826;36,822715;-119,761826;Male;No;Yes;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);97,68;1839,585;No;0;63;4600;
7129-CAKJW;1;United States;California;Fresno;93721;36.732694, -119.783786;36,732694;-119,783786;Female;No;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);88,055;1480,215;No;0;27;3443;
8695-ARGXZ;1;United States;California;Fresno;93722;36.78979, -119.929894;36,78979;-119,929894;Male;Yes;Yes;No;34;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;83,105;2667,94;No;0;22;5381;
3570-YUEKJ;1;United States;California;Fresno;93725;36.623632, -119.741322;36,623632;-119,741322;Female;No;No;No;42;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;54,505;2285,745;No;0;43;3637;
1555-HAPSU;1;United States;California;Fresno;93727;36.751489, -119.68072;36,751489;-119,68072;Female;No;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);26,29;1829,85;No;0;59;5471;
1697-NVVGY;1;United States;California;Fresno;93728;36.757345, -119.818274;36,757345;-119,818274;Male;Yes;Yes;No;19;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);73,04;1414,655;No;0;22;4533;
8464-EETCQ;1;United States;California;Salinas;93905;36.667794, -121.601306;36,667794;-121,601306;Male;No;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,68;1203,785;No;0;58;6466;
2419-FSORS;1;United States;California;Salinas;93906;36.722898, -121.633648;36,722898;-121,633648;Male;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;119,24;8491,45;No;0;33;4394;
8132-YPVBX;1;United States;California;Salinas;93907;36.77462, -121.664714;36,77462;-121,664714;Female;No;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Mailed check;94,545;566,06;No;0;80;3291;
6754-LZUKA;1;United States;California;Big Sur;93920;36.092975, -121.549826;36,092975;-121,549826;Male;No;Yes;No;61;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);88,99;5425,75;No;0;64;4161;
8099-MZPUJ;1;United States;California;Carmel;93923;36.460611, -121.852507;36,460611;-121,852507;Male;No;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);122,98;5988,015;No;0;57;3922;
